date,Unnamed: 0,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence,turbulence_bin,return
2025-02-18 17:30:00+00:00,0,NVDA,139.96499633789062,140.6999969482422,139.9499969482422,140.15139770507812,12499776.0,1.0,2.1831871298986414,142.25733011470638,131.1237489868561,63.63376527465739,128.2752853830024,42.51549418019505,135.12965037027996,132.0298973083496,,,
2025-02-18 18:30:00+00:00,1,NVDA,140.15499877929688,140.39999389648438,139.0919952392578,139.5749969482422,16587058.0,1.0,2.106626995409016,142.2351384297618,131.95094097697643,62.24833224701226,105.39278263511716,33.467179847746685,135.35848337809244,132.3176472981771,,,-0.004112700738446162
2025-02-18 19:30:00+00:00,2,NVDA,139.5675048828125,140.16990661621094,139.42999267578125,139.54989624023438,12892226.0,1.0,2.020634503128406,141.91478799827112,133.11829153053745,62.18733860420783,97.81337958362847,33.46717984774668,135.58240305582683,132.5897122701009,,,-0.00017983670826893228
2025-02-18 20:30:00+00:00,3,NVDA,139.52999877929688,139.72000122070312,137.9250030517578,139.41000366210938,22832152.0,1.0,1.919074772139254,142.00194913817523,133.5171304516685,61.83800186754898,75.72194522370775,18.400059365409035,135.79490305582684,132.8459622701009,,,-0.0010024556226411185
2025-02-19 14:30:00+00:00,4,NVDA,139.50999450683594,140.0,137.22000122070312,139.3300018310547,43638802.0,2.0,1.811253471911044,142.12355134438647,133.75702879477367,61.6331757448959,67.06529521793749,12.065061870340127,135.99085642496746,133.11413065592447,,,-0.0005738600455716947
2025-02-19 15:30:00+00:00,5,NVDA,139.3350067138672,140.45509338378906,139.33189392089844,139.94830322265625,26073700.0,2.0,1.7554602169664406,142.2225648993285,134.15184611141368,62.622999552244295,85.35406289179654,15.19607197226379,136.22680002848307,133.39118576049805,1.069782246678536,medium,0.0044376759023607715
2025-02-19 16:30:00+00:00,6,NVDA,139.94000244140625,140.11000061035156,139.49000549316406,139.81500244140625,13424823.0,2.0,1.6811086276426863,142.1562782229756,134.74713364225877,62.26473821989046,78.6851536723457,15.196071972263784,136.50995992024738,133.64743576049804,1.0605938763444638,medium,-0.0009525001602764815
2025-02-19 17:30:00+00:00,7,NVDA,139.81500244140625,141.36000061035156,139.74000549316406,140.639892578125,19599460.0,2.0,1.669501226655569,142.20255525647528,135.2528158372747,63.59788912470359,92.43396403058094,23.7205437663932,136.84395955403645,133.90885060628256,3.900784889985831,high,0.00589986855712743
2025-02-19 18:30:00+00:00,8,NVDA,140.63999938964844,140.85000610351562,140.1199951171875,140.44509887695312,13213960.0,2.0,1.6258423553994703,142.15012621975208,135.81362500095102,63.05370656206277,86.0824438667939,23.72054376639321,137.13962961832684,134.1459088643392,1.1773967736329751,medium,-0.0013850529718206772
2025-02-19 19:30:00+00:00,9,NVDA,140.44000244140625,140.84500122070312,139.02000427246094,139.31939697265625,20162981.0,2.0,1.4833089869170522,141.8226739378837,136.54801698008507,59.985262354953555,63.74357996053904,12.363074443677595,137.41777598063152,134.35356547037762,1.373995496606098,medium,-0.008015245197578014
