,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2025-02-11 15:30:00+00:00,NVDA,133.94000244140625,134.3800048828125,133.64999389648438,133.9698944091797,18659627.0,1.0,2.6113454166329575,136.74637877893943,125.40927383946878,60.335384847126626,109.20867488912543,23.54578210456171,128.93014424641927,124.61577733357747
1,2025-02-11 16:30:00+00:00,NVDA,133.97000122070312,134.08999633789062,131.02000427246094,132.7100067138672,30097141.0,1.0,2.4167889376748235,136.84102468881926,125.7746285399405,57.81872577839671,73.88627426757994,1.8362779663168207,129.2768112182617,124.77511075337728
2,2025-02-11 17:30:00+00:00,NVDA,132.72000122070312,132.8699951171875,131.91000366210938,132.83230590820312,14579500.0,1.0,2.2465729547039075,136.8637131149636,126.26569057155987,57.9946686725905,66.22717381039531,1.8362779663168114,129.597021484375,124.9254825592041
3,2025-02-11 18:30:00+00:00,NVDA,132.83999633789062,133.89999389648438,132.80999755859375,133.03500366210938,17292595.0,1.0,2.1037805044861386,136.88858871680307,126.73181533593132,58.292939116008384,74.85234566093712,8.992888419927864,129.897021484375,125.14989929199218
4,2025-02-11 19:30:00+00:00,NVDA,133.02999877929688,133.74000549316406,132.97999572753906,133.45140075683594,13156103.0,1.0,2.0011482333308948,136.95379870895675,127.1432456636018,58.91294080721522,71.83166795223154,8.992888419927857,130.2374048868815,125.3898442586263
5,2025-02-11 20:30:00+00:00,NVDA,133.4550018310547,133.50990295410156,132.41000366210938,132.8699951171875,13494512.0,1.0,1.851553289139531,136.95214622521655,127.5208975980256,57.67453718792702,56.853520946741035,4.189583517767294,130.55557149251302,125.61617749532064
6,2025-02-12 14:30:00+00:00,NVDA,130.00999450683594,132.24000549316406,129.0800018310547,131.32020568847656,53129779.0,2.0,1.5896190247147786,136.806964201334,127.92810049593159,54.51458211186929,5.786074485510447,18.29683266914395,130.7849116007487,125.8135976155599
7,2025-02-12 15:30:00+00:00,NVDA,131.3300018310547,132.0,130.36000061035156,130.61990356445312,19227032.0,2.0,1.3104199982523141,136.5728935720409,128.40066142063486,53.15325448790076,3.5557267690805694,18.296832669143953,130.97374165852864,125.9663459777832
8,2025-02-12 16:30:00+00:00,NVDA,130.61000061035156,132.0,130.61000061035156,131.5749969482422,17020004.0,2.0,1.152930546616716,136.42585131472205,128.7797028844967,54.74757444481597,10.211810746567293,18.296832669143946,131.15218811035157,126.10234591166179
9,2025-02-12 17:30:00+00:00,NVDA,131.5749969482422,131.6199951171875,130.82119750976562,130.97500610351562,14244469.0,2.0,0.9685400479312705,136.04302507557847,129.44702924571058,53.5629449332744,-1.1725934022328268,18.29683266914394,131.2893549601237,126.20342928568522
10,2025-02-12 18:30:00+00:00,NVDA,130.97999572753906,131.1156005859375,130.19000244140625,130.6898956298828,13621244.0,2.0,0.7902932086379622,135.78160494627198,129.88258877931398,52.99920496783231,-19.186144295228427,22.43977520975193,131.38784154256186,126.27849426269532
