,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2023-10-24 14:30:00+00:00,NVDA,43.01000213623047,43.26799774169922,42.93000030517578,43.03398895263672,5339595.0,1.0,0.0004765437199480971,43.05340706297033,42.99333060792811,100.0,66.66666666666667,100.0,43.02336883544922,43.02336883544922
1,2023-10-24 15:30:00+00:00,NVDA,43.020999908447266,43.229000091552734,42.87999725341797,42.91400146484375,3458183.0,1.0,-0.0031135935299317907,43.11497335614495,42.858852734349846,14.61163414448751,-76.99034040125721,100.0,42.9869130452474,42.9869130452474
2,2023-10-24 16:30:00+00:00,NVDA,42.9119987487793,43.11600112915039,42.711997985839844,43.111000061035156,3738944.0,1.0,0.002442407224101828,43.180201707831195,42.85566789055748,65.15145888719823,-98.06303512486295,100.0,43.017934799194336,43.017934799194336
3,2023-10-24 17:30:00+00:00,NVDA,43.1140022277832,43.22800064086914,43.03099822998047,43.22600173950195,2780840.0,1.0,0.009986217562840238,43.29274637238623,42.82635000212548,74.32768904979895,134.671471828498,28.416358550853783,43.05954818725586,43.05954818725586
4,2023-10-24 18:30:00+00:00,NVDA,43.22800064086914,43.61199951171875,43.2010498046875,43.545997619628906,5029467.0,1.0,0.028016574145190987,43.58924373604159,42.692002449261146,85.39648762327239,176.95488915409757,44.451328338561815,43.14062309265137,43.14062309265137
5,2023-10-24 19:30:00+00:00,NVDA,43.55400085449219,43.696998596191406,43.54399871826172,43.663002014160156,3707148.0,1.0,0.04439753797371537,43.78414965191046,42.64634765382336,87.44416755874268,146.77022373142879,51.02672260077511,43.21524865286691,43.21524865286691
6,2023-10-25 13:30:00+00:00,NVDA,43.39800262451172,43.650001525878906,42.867000579833984,43.346500396728516,8451144.0,2.0,0.03961486735552455,43.766469461293354,42.696840780405864,62.8021492716652,29.31637872685168,24.780925953305946,43.23165512084961,43.23165512084961
7,2023-10-25 14:30:00+00:00,NVDA,43.351951599121094,43.42499923706055,42.72809982299805,42.909000396728516,4808377.0,2.0,0.013994233260746114,43.74036170616537,42.65124748572916,44.7637714876961,-59.19616376340859,32.24044158393826,43.195804595947266,43.195804595947266
8,2023-10-25 15:30:00+00:00,NVDA,42.89899826049805,42.97600173950195,42.37099838256836,42.530799865722656,4334930.0,2.0,-0.023864818647801656,43.79299516707016,42.465613078779455,35.61566245969941,-162.9937772306043,46.75259283867954,43.12930412292481,43.12930412292481
9,2023-10-25 16:30:00+00:00,NVDA,42.529998779296875,42.63898849487305,41.95100021362305,42.02479934692383,4706050.0,2.0,-0.07784515267710646,43.94543615278201,42.1123530428856,27.762912477365603,-220.4605469698433,58.048645487482176,43.028894597833805,43.028894597833805
